image_name,number_vector,median,max
NEKOb2013_000378,"[27, 0]",13,27
NEKOb2013_000379,[1],1,1
NEKOb2013_000380,"[18, 0]",9,18
NEKOb2013_000381,[13],13,13
NEKOb2013_000382,[],,
NEKOb2013_000383,"[21, 22, 12, 24]",21,24
NEKOb2013_000384,"[14, 14]",14,14
NEKOb2013_000385,[19],19,19
NEKOb2013_000386,[],,
NEKOb2013_000387,[],,
NEKOb2013_000388,"[23, 15, 29, 25, 28, 14, 19]",23,29
NEKOb2013_000389,"[14, 14, 14]",14,14
NEKOb2013_000390,"[5, 5, 6, 7, 5, 4, 6, 5]",5,7
NEKOb2013_000391,"[6, 10, 8, 8, 5, 10, 11]",8,11
NEKOb2013_000392,"[10, 8, 8, 10, 8, 3, 8, 6]",8,10
NEKOb2013_000393,"[8, 4, 12, 7, 10, 9, 14, 11]",9,14
NEKOb2013_000394,"[10, 11, 10, 8, 10, 11, 9, 10, 7, 12, 11, 11, 8, 10, 10]",10,12
NEKOb2013_000395,"[9, 10, 8, 9, 7, 9, 8, 10]",9,10
NEKOb2013_000396,"[9, 10, 9, 7]",9,10
NEKOb2013_000397,"[8, 5, 8, 6, 7, 5, 6, 7, 7, 7, 7, 8, 7, 10, 8]",7,10
NEKOb2013_000398,"[0, 0, 0]",0,0
NEKOb2013_000399,"[0, 0]",0,0
NEKOb2013_000400,"[1, 1, 0]",1,1
NEKOb2013_000401,"[0, 0]",0,0
NEKOb2013_000402,"[1, 1, 14, 1, 20]",1,20
NEKOb2013_000403,[1],1,1
NEKOb2013_000404,[],,
NEKOb2013_000405,[],,
NEKOb2013_000406,[20],20,20
NEKOb2013_000407,"[32, 0, 0]",0,32
NEKOb2013_000408,"[10, 19, 17, 12, 37, 18]",17,37
NEKOb2013_000409,"[40, 23, 31, 24]",27,40
NEKOb2013_000410,"[19, 20, 12, 23, 17, 17]",18,23
NEKOb2013_000411,"[28, 46, 21, 21]",24,46
NEKOb2013_000412,"[18, 15, 13, 19, 23, 21, 28]",19,28
NEKOb2013_000413,"[22, 27, 25, 25]",25,27
NEKOb2013_000414,"[10, 9, 10, 9, 8, 10, 10, 12]",10,12
NEKOb2013_000415,"[2, 10, 10, 9, 15, 11, 4]",10,15
NEKOb2013_000416,"[2, 10, 11, 15, 15, 10, 11, 2, 19, 7]",10,19
NEKOb2013_000417,"[7, 10, 11, 7]",8,11
NEKOb2013_000418,"[8, 11, 8, 10, 11, 11]",10,11
NEKOb2013_000419,"[10, 8, 12, 9, 10, 6]",9,12
NEKOb2013_000420,"[8, 9, 9, 10, 8, 15, 9]",9,15
NEKOb2013_000421,"[11, 12, 12, 11, 10, 12, 12, 13]",12,13
NEKOb2013_000422,"[11, 7, 9, 12, 10, 7, 12]",10,12
NEKOb2013_000423,"[2, 2, 1, 2, 2, 2, 2, 2]",2,2
NEKOb2013_000424,[],,
NEKOb2013_000425,[],,
NEKOb2013_000426,"[21, 19, 17, 14, 0, 0, 0, 0]",7,21
NEKOb2013_000427,[0],0,0
NEKOb2013_000428,"[18, 21]",19,21
NEKOb2013_000429,"[13, 0, 20]",13,20
NEKOb2013_000430,"[0, 14, 0, 0, 0, 7]",0,14
NEKOb2013_000431,"[18, 15, 12, 6, 8, 10, 10, 10, 9, 10]",10,18
NEKOb2013_000432,"[26, 31, 19, 22, 28, 21, 23, 24]",23,31
NEKOb2013_000433,"[24, 28, 30, 24, 22, 27, 21, 30, 35, 27, 27, 28, 31, 26, 29, 28, 23, 36, 22, 30, 33, 30, 28]",28,36
NEKOb2013_000434,"[23, 37, 32, 13]",27,37
NEKOb2013_000435,"[21, 29, 32, 29, 20, 20]",25,32
NEKOb2013_000436,"[13, 18, 15, 20, 17, 25, 20, 19]",18,25
NEKOb2013_000437,"[7, 12, 8, 7, 7, 7, 11, 7, 7, 10, 7, 7, 7, 5, 10, 7, 7]",7,12
NEKOb2013_000438,"[2, 2, 1, 2, 3, 2, 2, 1]",2,3
NEKOb2013_000439,"[1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000440,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",1,2
NEKOb2013_000441,"[2, 2, 1, 1, 1, 1, 1, 2, 2, 2]",1,2
NEKOb2013_000442,"[1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000443,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000444,"[1, 1, 2, 1, 1, 1, 2, 1, 1]",1,2
NEKOb2013_000445,"[1, 2, 1, 1, 1, 2, 1, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]",1,2
NEKOb2013_000446,"[3, 3, 3, 3, 3, 3, 3, 3]",3,3
NEKOb2013_000447,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000448,[4],4,4
NEKOb2013_000449,[1],1,1
NEKOb2013_000450,"[13, 18, 11]",13,18
NEKOb2013_000451,[],,
NEKOb2013_000452,[0],0,0
NEKOb2013_000453,"[6, 6, 6, 6, 11, 8]",6,11
NEKOb2013_000454,"[0, 4, 9]",4,9
NEKOb2013_000455,"[0, 19, 9]",9,19
NEKOb2013_000456,[],,
NEKOb2013_000457,"[17, 16, 24]",17,24
NEKOb2013_000458,"[15, 12, 10, 12, 5, 17]",12,17
NEKOb2013_000459,"[22, 23, 23, 26, 26, 26, 20, 15, 23, 16, 22, 31, 17, 21, 14, 22, 23, 22, 17, 20, 16, 23, 11, 12, 23]",22,31
NEKOb2013_000460,"[24, 7, 25, 14]",19,25
NEKOb2013_000461,"[13, 7, 8, 4, 10, 15, 12]",10,15
NEKOb2013_000462,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 4, 1]",1,4
NEKOb2013_000463,"[1, 1, 1, 1, 1, 3, 1]",1,3
NEKOb2013_000464,"[2, 0, 1, 0, 1, 1, 1, 3]",1,3
NEKOb2013_000465,"[1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000466,"[1, 2, 1, 1, 1, 1, 1]",1,2
NEKOb2013_000467,"[2, 1, 1, 1, 1, 2, 1, 2, 3]",1,3
NEKOb2013_000468,"[1, 1, 1, 0, 1, 1, 1, 1]",1,1
NEKOb2013_000469,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000470,"[1, 1, 2, 2, 2, 2, 2, 2, 3, 2]",2,3
NEKOb2013_000471,"[0, 0, 0]",0,0
NEKOb2013_000472,[0],0,0
NEKOb2013_000473,[0],0,0
NEKOb2013_000474,[],,
NEKOb2013_000475,[],,
NEKOb2013_000476,[0],0,0
NEKOb2013_000477,[30],30,30
NEKOb2013_000478,"[4, 2, 5, 2, 0, 0, 2]",2,5
NEKOb2013_000479,"[5, 0, 1, 1, 0, 0, 2, 4, 6, 3, 5, 1, 1, 2, 1, 1]",1,6
NEKOb2013_000480,"[6, 8, 5, 6, 7, 9, 8, 6, 6, 3]",6,9
NEKOb2013_000481,[24],24,24
NEKOb2013_000482,"[23, 6, 16, 25, 8]",16,25
NEKOb2013_000483,"[12, 16, 14, 10, 10, 12, 15, 2, 12, 10, 13, 11, 0, 9, 16]",12,16
NEKOb2013_000484,"[14, 8, 16, 8, 14, 11, 13, 11, 15]",13,16
NEKOb2013_000485,"[8, 10, 8, 10, 8, 6, 10, 8]",8,10
NEKOb2013_000486,"[4, 3, 4, 4, 3, 5]",4,5
NEKOb2013_000487,"[3, 3, 4, 4, 3, 3, 2, 1, 4]",3,4
NEKOb2013_000488,"[4, 1, 3, 3, 0, 2, 3, 3]",3,4
NEKOb2013_000489,"[3, 1, 2, 3, 4, 3]",3,4
NEKOb2013_000490,"[4, 4, 0, 4, 2, 3, 7, 1, 5]",4,7
NEKOb2013_000491,"[3, 0, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 1, 2]",3,3
NEKOb2013_000492,"[3, 3, 4, 4, 4, 3, 4, 4]",4,4
NEKOb2013_000493,"[2, 2, 3, 2, 1, 1, 2, 2, 1]",2,3
NEKOb2013_000494,"[1, 1, 2, 2, 1, 1, 1, 2]",1,2
NEKOb2013_000495,"[0, 0, 0, 0]",0,0
NEKOb2013_000496,[0],0,0
NEKOb2013_000497,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_000498,"[15, 6]",10,15
NEKOb2013_000499,[0],0,0
NEKOb2013_000500,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_000501,"[1, 1, 1, 1, 1]",1,1
NEKOb2013_000502,"[3, 7, 7, 0, 0, 0, 0]",0,7
NEKOb2013_000503,"[2, 1, 2, 1, 1, 1, 2]",1,2
NEKOb2013_000504,"[13, 10, 7, 6, 12, 11, 5]",10,13
NEKOb2013_000505,"[8, 3, 7, 3, 3, 9, 6, 5]",5,9
NEKOb2013_000506,"[16, 11, 15, 15, 11, 15, 14, 16, 14]",15,16
NEKOb2013_000507,"[9, 4, 4, 5, 5, 7, 7, 6, 4, 4]",5,9
NEKOb2013_000508,"[10, 8, 5, 14, 13, 16]",11,16
NEKOb2013_000509,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1]",1,4
NEKOb2013_000510,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",1,2
NEKOb2013_000511,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1]",1,2
NEKOb2013_000512,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",1,1
NEKOb2013_000513,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000514,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1]",1,3
NEKOb2013_000515,"[1, 1, 1, 1, 1, 2, 1, 1, 1]",1,2
NEKOb2013_000516,"[1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000517,"[1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000518,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000519,"[1, 1, 1, 1, 1, 1, 1, 1, 2]",1,2
NEKOb2013_000520,"[24, 0]",12,24
NEKOb2013_000521,[3],3,3
NEKOb2013_000522,[],,
NEKOb2013_000523,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_000524,[0],0,0
NEKOb2013_000525,"[5, 7, 17, 3, 20, 3, 15, 5]",6,20
NEKOb2013_000526,"[0, 0, 0, 0, 7, 25, 0]",0,25
NEKOb2013_000527,"[0, 0]",0,0
NEKOb2013_000528,"[4, 3, 0, 7, 4, 3, 4, 3, 7, 5]",4,7
NEKOb2013_000529,"[6, 4, 4, 4, 4, 3, 4, 4, 3, 4]",4,6
NEKOb2013_000530,"[23, 22, 14]",22,23
NEKOb2013_000531,[],,
NEKOb2013_000532,"[27, 16, 21, 16]",18,27
NEKOb2013_000533,"[11, 2, 2, 12, 10, 1, 1]",2,12
NEKOb2013_000534,"[4, 2, 2, 2, 2, 2, 2, 2, 2]",2,4
NEKOb2013_000535,"[2, 3, 3, 3, 2, 2, 4, 2, 2]",2,4
NEKOb2013_000536,"[3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,3
NEKOb2013_000537,"[3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3, 4, 2, 2]",2,4
NEKOb2013_000538,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,2
NEKOb2013_000539,"[2, 2, 2, 3, 2, 2, 3, 2]",2,3
NEKOb2013_000540,"[2, 2, 2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2]",2,2
NEKOb2013_000541,"[2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2]",2,3
NEKOb2013_000542,"[2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1]",2,2
NEKOb2013_000543,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000544,"[16, 14, 17]",16,17
NEKOb2013_000545,"[2, 2, 16]",2,16
NEKOb2013_000546,"[1, 15]",8,15
NEKOb2013_000547,"[0, 0]",0,0
NEKOb2013_000548,"[0, 0, 0]",0,0
NEKOb2013_000549,"[0, 0]",0,0
NEKOb2013_000550,[],,
NEKOb2013_000551,"[3, 5, 3, 6, 7, 3, 3]",3,7
NEKOb2013_000552,"[9, 2, 4, 2, 3, 9, 1, 7, 3, 4, 1, 1]",3,9
NEKOb2013_000553,"[11, 22, 22]",22,22
NEKOb2013_000554,"[9, 5, 11, 0, 11, 11, 8, 12, 12, 10]",10,12
NEKOb2013_000555,"[12, 15, 12, 11, 15, 12, 4, 15, 15, 13, 4, 8]",12,15
NEKOb2013_000556,"[18, 13, 13, 10, 15, 12, 13, 15, 14, 13, 15, 13, 13, 14, 9, 13, 14, 13]",13,18
NEKOb2013_000557,"[3, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 1, 2, 2, 2]",2,3
NEKOb2013_000558,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",2,2
NEKOb2013_000559,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,2
NEKOb2013_000560,"[2, 2, 2, 2, 2, 2, 2, 2, 1]",2,2
NEKOb2013_000561,"[3, 0, 3, 3, 3, 3, 3, 3, 3]",3,3
NEKOb2013_000562,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",3,3
NEKOb2013_000563,"[2, 2, 2, 2, 2, 2, 2]",2,2
NEKOb2013_000564,"[2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2]",2,3
NEKOb2013_000565,"[2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2]",1,2
NEKOb2013_000566,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,2
NEKOb2013_000567,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2]",2,4
NEKOb2013_000568,"[4, 4, 4, 4]",4,4
NEKOb2013_000569,"[0, 0, 2, 2, 2]",2,2
NEKOb2013_000570,"[26, 29]",27,29
NEKOb2013_000571,"[1, 1, 1]",1,1
NEKOb2013_000572,"[1, 15]",8,15
NEKOb2013_000573,"[2, 0]",1,2
NEKOb2013_000574,"[12, 14, 4, 0, 0, 0, 9]",4,14
NEKOb2013_000575,"[2, 3, 31, 1, 1]",2,31
NEKOb2013_000576,"[1, 26, 3, 1, 1, 24, 3, 3]",3,26
NEKOb2013_000577,"[27, 30]",28,30
NEKOb2013_000578,"[18, 7, 2, 6, 8, 6, 4]",6,18
NEKOb2013_000579,"[2, 9, 16, 19, 11]",11,19
NEKOb2013_000580,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 4, 1]",1,4
NEKOb2013_000581,"[1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000582,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_000583,"[0, 0, 0]",0,0
NEKOb2013_000584,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_000585,"[0, 0, 0, 0]",0,0
NEKOb2013_000586,"[0, 0, 0]",0,0
NEKOb2013_000587,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_000588,"[2, 1, 1, 2, 0, 0, 2, 2, 1, 2]",1,2
NEKOb2013_000589,"[0, 0, 0]",0,0
NEKOb2013_000590,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_000591,"[0, 0, 0]",0,0
NEKOb2013_000592,"[3, 0, 3, 0, 3, 4]",3,4
NEKOb2013_000593,"[11, 0, 11, 0, 14]",11,14
NEKOb2013_000594,[0],0,0
NEKOb2013_000595,"[0, 0, 0]",0,0
NEKOb2013_000596,"[0, 0, 0, 0]",0,0
NEKOb2013_000597,"[3, 4, 2, 0, 0, 0, 0]",0,4
NEKOb2013_000598,"[0, 1]",0,1
NEKOb2013_000599,"[3, 2, 12, 2]",2,12
NEKOb2013_000600,"[0, 0, 1, 0, 0, 10, 9, 0, 0, 0, 0]",0,10
NEKOb2013_000601,"[3, 3, 3, 3, 3, 3, 3, 4, 3]",3,4
NEKOb2013_000602,"[3, 5, 5, 7, 3, 3, 7, 2, 4, 6, 3, 6, 3, 4, 3, 0, 6, 3]",3,7
NEKOb2013_000603,"[8, 9, 2, 7, 6, 2, 2, 6, 8]",6,9
NEKOb2013_000604,"[1, 1, 1, 2, 1, 1, 2, 1, 1]",1,2
NEKOb2013_000605,"[1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000606,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000607,"[0, 0, 0]",0,0
NEKOb2013_000608,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_000609,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_000610,"[0, 0, 0, 0]",0,0
NEKOb2013_000611,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_000612,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_000613,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_000614,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_000615,"[0, 0, 0]",0,0
NEKOb2013_000616,"[6, 0, 0, 0, 10, 0]",0,10
NEKOb2013_000617,"[6, 28, 1, 0, 4, 0, 1, 6, 3, 22, 0, 4, 4, 7]",4,28
NEKOb2013_000618,"[0, 0, 0, 0, 0, 8, 13, 0, 12, 0]",0,13
NEKOb2013_000619,[0],0,0
NEKOb2013_000620,"[0, 0]",0,0
NEKOb2013_000621,"[12, 0, 0, 12, 0]",0,12
NEKOb2013_000622,"[0, 0]",0,0
NEKOb2013_000623,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_000624,"[4, 3, 3, 1, 2, 0, 1]",2,4
NEKOb2013_000625,"[0, 0, 0, 3, 5, 0, 0]",0,5
NEKOb2013_000626,"[5, 4, 3, 9, 4, 4, 4, 0, 4, 4]",4,9
NEKOb2013_000627,"[3, 2, 3, 3, 2, 3, 3, 2, 2, 3]",3,3
NEKOb2013_000628,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2]",2,3
NEKOb2013_000629,"[1, 1, 2, 1, 1, 1, 1, 1, 1]",1,2
NEKOb2013_000630,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_000631,"[0, 0, 0, 0]",0,0
NEKOb2013_000632,"[0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_000633,"[0, 0, 0, 0]",0,0
NEKOb2013_000634,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_000635,"[0, 0, 0, 0]",0,0
NEKOb2013_000636,"[0, 3, 0, 0, 0, 0]",0,3
NEKOb2013_000637,"[0, 0, 0]",0,0
NEKOb2013_000638,"[0, 5, 3, 3]",3,5
NEKOb2013_000639,"[0, 0, 0]",0,0
NEKOb2013_000640,"[3, 5, 4, 5, 6, 1]",4,6
NEKOb2013_000641,"[12, 17, 9, 13]",12,17
NEKOb2013_000642,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000643,"[5, 11, 9, 7, 6, 7, 0, 7, 3, 4]",6,11
NEKOb2013_000644,"[10, 12, 1, 1, 1, 1]",1,12
NEKOb2013_000645,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_000646,"[0, 0]",0,0
NEKOb2013_000647,"[10, 12, 13, 10, 0, 0, 0, 0, 18, 14, 8, 17, 0, 8, 17, 18, 19, 0, 21, 0, 16, 0]",10,21
NEKOb2013_000648,"[7, 10, 21, 9]",9,21
NEKOb2013_000649,[1],1,1
NEKOb2013_000650,"[0, 0, 12]",0,12
NEKOb2013_000651,"[10, 15, 13, 10]",11,15
NEKOb2013_000652,"[3, 3, 20]",3,20
NEKOb2013_000653,"[2, 3, 3, 2, 2, 3, 2]",2,3
NEKOb2013_000654,"[1, 1, 1, 2, 1, 1, 1, 2, 1, 1]",1,2
NEKOb2013_000655,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000656,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",1,2
NEKOb2013_000657,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000658,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000659,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000660,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000661,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000662,"[1, 1, 1, 1, 1, 2, 1, 1, 1]",1,2
NEKOb2013_000663,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_000664,"[15, 13, 15, 10, 15, 15]",15,15
NEKOb2013_000665,"[0, 1, 0, 0, 0, 0]",0,1
NEKOb2013_000666,"[7, 7, 8, 5, 4, 9, 9, 8, 7]",7,9
NEKOb2013_000667,"[2, 3, 2, 0, 2, 0, 1, 2, 2, 0, 1, 3, 2, 3, 2, 1, 1, 4, 1, 1, 1, 4, 2, 2, 1, 3, 1, 0, 3, 1]",2,4
NEKOb2013_000668,"[3, 2, 2, 0, 2, 2, 4, 2, 0, 6]",2,6
NEKOb2013_000669,"[13, 9, 0, 11, 1]",9,13
NEKOb2013_000670,"[1, 1, 16, 21, 0, 24, 23, 4, 0, 0]",2,24
NEKOb2013_000671,[],,
NEKOb2013_000672,"[14, 8, 9, 9, 5, 0, 13, 13]",9,14
NEKOb2013_000673,"[8, 18, 13]",13,18
NEKOb2013_000674,"[15, 17, 15, 21, 15, 10]",15,21
NEKOb2013_000675,"[5, 17, 2, 18, 19, 12, 16]",16,19
NEKOb2013_000676,"[8, 8, 3, 8, 0, 9]",8,9
NEKOb2013_000677,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",1,2
NEKOb2013_000678,"[1, 1, 1, 1, 1, 2, 1, 1]",1,2
NEKOb2013_000679,"[1, 1, 1, 1, 1, 1, 2, 1, 1]",1,2
NEKOb2013_000680,"[1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000681,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000682,"[1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000683,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000684,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,2
NEKOb2013_000685,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000686,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOb2013_000687,"[0, 0, 0]",0,0
NEKOb2013_000688,"[4, 5, 1, 5, 3, 8]",4,8
NEKOb2013_000689,"[3, 4, 24, 3, 4, 5, 3, 3, 3]",3,24
NEKOb2013_000690,"[1, 0, 1, 1, 0, 0]",0,1
NEKOb2013_000691,"[6, 6, 5, 5, 7, 9, 13]",6,13
NEKOb2013_000692,"[1, 0, 6, 7, 5, 6, 3, 10, 6, 6]",6,10
NEKOb2013_000693,"[1, 1, 2, 1, 1, 1, 1, 2, 1, 1]",1,2
NEKOb2013_000694,"[0, 4, 7, 6, 0, 9, 1, 4, 4]",4,9
NEKOb2013_000695,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 3]",0,4
NEKOb2013_000696,"[10, 6, 6, 26, 5, 26]",8,26
NEKOb2013_000697,"[1, 1, 1, 1, 1, 3, 2, 1, 1]",1,3
NEKOb2013_000698,"[15, 1, 1, 3, 1, 9]",2,15
NEKOb2013_000699,"[5, 8, 1, 6, 11]",6,11
NEKOb2013_000700,[0],0,0
NEKOb2013_000701,"[1, 1, 2, 1, 1, 2, 1, 1, 1]",1,2
NEKOb2013_000702,"[1, 1, 1, 1, 1, 1, 1, 2, 1]",1,2
NEKOb2013_000703,"[3, 1, 3, 4, 3, 1, 3, 3, 3, 3]",3,4
NEKOb2013_000704,"[1, 2, 1, 3, 2, 3, 2, 2, 1]",2,3
NEKOb2013_000705,"[2, 1, 2, 1, 1, 3, 3, 2, 2, 3]",2,3
NEKOb2013_000706,"[2, 3, 2, 2, 3, 3, 3, 2, 2, 3]",2,3
NEKOb2013_000707,"[4, 4, 1, 4, 4, 1, 4, 1]",4,4
NEKOb2013_000708,"[2, 2, 2, 6, 6, 6, 6]",6,6
NEKOb2013_000709,"[4, 2, 6, 4, 4]",4,6
NEKOb2013_000710,"[3, 5, 4, 4, 5, 5, 4, 4]",4,5
NEKOb2013_000711,"[2, 1, 3, 3, 1, 1, 2, 4, 5, 3, 2, 2, 3, 3, 1, 1, 2, 1, 4]",2,5
NEKOb2013_000712,"[3, 2, 1, 2, 2, 2, 2, 3]",2,3
NEKOb2013_000713,"[23, 0, 13, 0]",6,23
NEKOb2013_000714,"[0, 5, 0, 0, 9, 7]",2,9
NEKOb2013_000715,"[1, 4, 1, 1, 1, 10]",1,10
NEKOb2013_000716,"[1, 7, 1, 12, 8, 1, 8]",7,12
NEKOb2013_000717,"[15, 0]",7,15
NEKOb2013_000718,"[0, 8]",4,8
NEKOb2013_000719,"[22, 14, 14, 1, 14]",14,22
NEKOb2013_000720,"[2, 2, 2]",2,2
NEKOb2013_000721,"[1, 1, 10, 1, 2, 1, 7, 0, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 22, 26, 1, 7, 1, 20, 26, 1, 1, 1, 1]",1,26
NEKOb2013_000722,"[2, 5, 2, 2, 9, 4, 11, 9, 2, 4, 1]",4,11
NEKOb2013_000723,"[1, 18, 1, 8, 1]",1,18
NEKOb2013_000724,"[11, 15]",13,15
NEKOb2013_000725,"[2, 1, 1, 1, 1, 1, 1, 1, 1]",1,2
NEKOb2013_000726,"[1, 1, 1, 1, 1, 1, 1, 0, 1]",1,1
NEKOb2013_000727,"[1, 1, 1, 1, 1, 1, 1, 2, 1]",1,2
NEKOb2013_000728,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_000729,"[0, 0, 0, 0]",0,0
NEKOb2013_000730,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_000731,"[0, 0, 0, 0]",0,0
NEKOb2013_000732,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOb2013_000733,"[0, 0, 0, 0, 0]",0,0
NEKOb2013_000734,"[0, 0]",0,0
NEKOb2013_000735,"[0, 0, 0, 0]",0,0
NEKOb2013_000736,"[6, 8, 8, 8, 9, 8, 8, 10]",8,10
NEKOb2013_000737,"[0, 0, 0, 0, 0]",0,0
